00:48:27.760094 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [S], seq 2380638247, win 42340, options [mss 1460,sackOK,TS val 4036533162 ecr 0,nop,wscale 9], length 0
00:48:27.782669 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [.], ack 46354655, win 83, options [nop,nop,TS val 4036533187 ecr 723689213], length 0
00:48:27.782693 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [P.], seq 2380638248:2380638285, ack 46354655, win 83, options [nop,nop,TS val 4036533187 ecr 723689213], length 37
00:48:27.795789 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [.], ack 46354656, win 83, options [nop,nop,TS val 4036533200 ecr 723689226], length 0
00:48:27.796542 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [P.], seq 2380638285:2380638289, ack 46354656, win 83, options [nop,nop,TS val 4036533201 ecr 723689226], length 4
00:48:27.849281 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [P.], seq 2380638289:2380638408, ack 46354656, win 83, options [nop,nop,TS val 4036533254 ecr 723689280], length 119
00:48:27.862693 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [S], seq 2118311800, win 42340, options [mss 1460,sackOK,TS val 4036533267 ecr 0,nop,wscale 9], length 0
00:48:27.874859 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [.], ack 755725207, win 83, options [nop,nop,TS val 4036533279 ecr 723689305], length 0
00:48:27.874880 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [P.], seq 2118311801:2118311838, ack 755725207, win 83, options [nop,nop,TS val 4036533279 ecr 723689305], length 37
00:48:27.903079 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [.], ack 46354657, win 83, options [nop,nop,TS val 4036533308 ecr 723689293], length 0
00:48:27.915148 IP 192.168.0.1.51116 > 10.0.0.2.5001: Flags [.], ack 46354659, win 83, options [nop,nop,TS val 4036533320 ecr 723689346], length 0
00:48:27.915179 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [.], seq 2118311838:2118313286, ack 755725207, win 83, options [nop,nop,TS val 4036533320 ecr 723689317], length 1448
00:48:27.915180 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [P.], seq 2118313286:2118314734, ack 755725207, win 83, options [nop,nop,TS val 4036533320 ecr 723689317], length 1448
00:48:27.915196 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [.], seq 2118314734:2118316182, ack 755725207, win 83, options [nop,nop,TS val 4036533320 ecr 723689317], length 1448
00:48:27.915197 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [P.], seq 2118316182:2118317630, ack 755725207, win 83, options [nop,nop,TS val 4036533320 ecr 723689317], length 1448
00:48:27.915217 IP 192.168.0.1.51122 > 10.0.0.2.5001: Flags [.], seq 2118317630:2118319078, ack 755725207, win 83, options [nop,nop,TS val 4036533320 ecr 723689317], length 1448
