00:53:07.486908 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [S], seq 1839749202, win 42340, options [mss 1460,sackOK,TS val 3861575197 ecr 0,nop,wscale 9], length 0
00:53:07.499304 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867184, win 83, options [nop,nop,TS val 3861575222 ecr 3839093548], length 0
00:53:07.499565 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [P.], seq 1839749203:1839749240, ack 3665867184, win 83, options [nop,nop,TS val 3861575222 ecr 3839093548], length 37
00:53:07.511967 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867185, win 83, options [nop,nop,TS val 3861575234 ecr 3839093560], length 0
00:53:07.512510 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [P.], seq 1839749240:1839749244, ack 3665867185, win 83, options [nop,nop,TS val 3861575235 ecr 3839093560], length 4
00:53:07.565132 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [P.], seq 1839749244:1839749363, ack 3665867185, win 83, options [nop,nop,TS val 3861575288 ecr 3839093614], length 119
00:53:07.577655 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [S], seq 1458190830, win 42340, options [mss 1460,sackOK,TS val 3861575300 ecr 0,nop,wscale 9], length 0
00:53:07.589923 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], ack 1830236554, win 83, options [nop,nop,TS val 3861575312 ecr 3839093638], length 0
00:53:07.589966 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458190831:1458190868, ack 1830236554, win 83, options [nop,nop,TS val 3861575313 ecr 3839093638], length 37
00:53:07.618095 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867186, win 83, options [nop,nop,TS val 3861575341 ecr 3839093626], length 0
00:53:07.630218 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867188, win 83, options [nop,nop,TS val 3861575353 ecr 3839093679], length 0
00:53:07.630269 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458190868:1458192316, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.630287 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458192316:1458193764, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.630849 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458193764:1458195212, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.631478 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458195212:1458196660, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.632054 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458196660:1458198108, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.632688 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458198108:1458199556, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.633285 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458199556:1458201004, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.633881 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458201004:1458202452, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.634482 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458202452:1458203900, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.635099 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458203900:1458205348, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.635703 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458205348:1458206796, ack 1830236554, win 83, options [nop,nop,TS val 3861575354 ecr 3839093651], length 1448
00:53:07.642424 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458206796:1458208244, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.642456 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458208244:1458209692, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.642994 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458209692:1458211140, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.643642 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458211140:1458212588, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.644232 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458212588:1458214036, ack 1830236554, win 83, options [nop,nop,TS val 3861575366 ecr 3839093692], length 1448
00:53:07.644813 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458214036:1458215484, ack 1830236554, win 83, options [nop,nop,TS val 3861575366 ecr 3839093692], length 1448
00:53:07.645425 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458215484:1458216932, ack 1830236554, win 83, options [nop,nop,TS val 3861575367 ecr 3839093693], length 1448
00:53:07.646028 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458216932:1458218380, ack 1830236554, win 83, options [nop,nop,TS val 3861575367 ecr 3839093693], length 1448
00:53:07.646680 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458218380:1458219828, ack 1830236554, win 83, options [nop,nop,TS val 3861575368 ecr 3839093694], length 1448
00:53:07.647260 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458219828:1458221276, ack 1830236554, win 83, options [nop,nop,TS val 3861575368 ecr 3839093694], length 1448
00:53:07.647843 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458221276:1458222724, ack 1830236554, win 83, options [nop,nop,TS val 3861575369 ecr 3839093694], length 1448
00:53:07.648463 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458222724:1458224172, ack 1830236554, win 83, options [nop,nop,TS val 3861575369 ecr 3839093694], length 1448
00:53:07.649050 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458224172:1458225620, ack 1830236554, win 83, options [nop,nop,TS val 3861575370 ecr 3839093695], length 1448
00:53:07.649678 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458225620:1458227068, ack 1830236554, win 83, options [nop,nop,TS val 3861575370 ecr 3839093695], length 1448
00:53:07.650280 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458227068:1458228516, ack 1830236554, win 83, options [nop,nop,TS val 3861575371 ecr 3839093696], length 1448
00:53:07.650888 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458228516:1458229964, ack 1830236554, win 83, options [nop,nop,TS val 3861575371 ecr 3839093696], length 1448
00:53:07.651492 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458229964:1458231412, ack 1830236554, win 83, options [nop,nop,TS val 3861575371 ecr 3839093696], length 1448
00:53:07.652102 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458231412:1458232860, ack 1830236554, win 83, options [nop,nop,TS val 3861575371 ecr 3839093696], length 1448
00:53:07.652701 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458232860:1458234308, ack 1830236554, win 83, options [nop,nop,TS val 3861575372 ecr 3839093696], length 1448
00:53:07.653308 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458234308:1458235756, ack 1830236554, win 83, options [nop,nop,TS val 3861575372 ecr 3839093696], length 1448
00:53:07.653905 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458235756:1458237204, ack 1830236554, win 83, options [nop,nop,TS val 3861575373 ecr 3839093696], length 1448
00:53:07.654515 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458237204:1458238652, ack 1830236554, win 83, options [nop,nop,TS val 3861575373 ecr 3839093696], length 1448
00:53:07.655124 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458238652:1458240100, ack 1830236554, win 83, options [nop,nop,TS val 3861575378 ecr 3839093704], length 1448
00:53:07.655732 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458240100:1458240324, ack 1830236554, win 83, options [nop,nop,TS val 3861575378 ecr 3839093704], length 224
00:53:07.656932 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458240324:1458241772, ack 1830236554, win 83, options [nop,nop,TS val 3861575379 ecr 3839093705], length 1448
00:53:07.656945 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458241772:1458243220, ack 1830236554, win 83, options [nop,nop,TS val 3861575379 ecr 3839093705], length 1448
00:53:07.658140 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458243220:1458244668, ack 1830236554, win 83, options [nop,nop,TS val 3861575381 ecr 3839093707], length 1448
00:53:07.658152 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458244668:1458246116, ack 1830236554, win 83, options [nop,nop,TS val 3861575381 ecr 3839093707], length 1448
00:53:07.659385 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458246116:1458247564, ack 1830236554, win 83, options [nop,nop,TS val 3861575382 ecr 3839093708], length 1448
00:53:07.659397 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458247564:1458249012, ack 1830236554, win 83, options [nop,nop,TS val 3861575382 ecr 3839093708], length 1448
00:53:07.660548 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458249012:1458250460, ack 1830236554, win 83, options [nop,nop,TS val 3861575383 ecr 3839093709], length 1448
00:53:07.660571 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458250460:1458251908, ack 1830236554, win 83, options [nop,nop,TS val 3861575383 ecr 3839093709], length 1448
00:53:07.661894 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458251908:1458253356, ack 1830236554, win 83, options [nop,nop,TS val 3861575384 ecr 3839093710], length 1448
00:53:07.661923 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458253356:1458254804, ack 1830236554, win 83, options [nop,nop,TS val 3861575384 ecr 3839093710], length 1448
00:53:07.666074 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458254804:1458256252, ack 1830236554, win 83, options [nop,nop,TS val 3861575386 ecr 3839093712], length 1448
00:53:07.666100 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458256252:1458257700, ack 1830236554, win 83, options [nop,nop,TS val 3861575386 ecr 3839093712], length 1448
00:53:07.666464 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458257700:1458259148, ack 1830236554, win 83, options [nop,nop,TS val 3861575387 ecr 3839093713], length 1448
00:53:07.667072 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458259148:1458260596, ack 1830236554, win 83, options [nop,nop,TS val 3861575387 ecr 3839093713], length 1448
00:53:07.667676 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458260596:1458262044, ack 1830236554, win 83, options [nop,nop,TS val 3861575388 ecr 3839093714], length 1448
00:53:07.668276 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458262044:1458263492, ack 1830236554, win 83, options [nop,nop,TS val 3861575388 ecr 3839093714], length 1448
00:53:07.668889 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458263492:1458264940, ack 1830236554, win 83, options [nop,nop,TS val 3861575388 ecr 3839093714], length 1448
00:53:07.670931 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458264940:1458266388, ack 1830236554, win 83, options [nop,nop,TS val 3861575390 ecr 3839093716], length 1448
00:53:07.670950 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458266388:1458267836, ack 1830236554, win 83, options [nop,nop,TS val 3861575390 ecr 3839093716], length 1448
00:53:07.671527 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458267836:1458269284, ack 1830236554, win 83, options [nop,nop,TS val 3861575390 ecr 3839093716], length 1448
00:53:07.672115 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458269284:1458270732, ack 1830236554, win 83, options [nop,nop,TS val 3861575390 ecr 3839093716], length 1448
00:53:07.672737 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458270732:1458272180, ack 1830236554, win 83, options [nop,nop,TS val 3861575395 ecr 3839093718], length 1448
00:53:07.673325 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458272180:1458273628, ack 1830236554, win 83, options [nop,nop,TS val 3861575395 ecr 3839093718], length 1448
00:53:07.673936 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458273628:1458275076, ack 1830236554, win 83, options [nop,nop,TS val 3861575395 ecr 3839093718], length 1448
