00:53:07.471576 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [S], seq 1839749202, win 42340, options [mss 1460,sackOK,TS val 3861575197 ecr 0,nop,wscale 9], length 0
00:53:07.494267 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867184, win 83, options [nop,nop,TS val 3861575222 ecr 3839093548], length 0
00:53:07.494310 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [P.], seq 1839749203:1839749240, ack 3665867184, win 83, options [nop,nop,TS val 3861575222 ecr 3839093548], length 37
00:53:07.506875 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867185, win 83, options [nop,nop,TS val 3861575234 ecr 3839093560], length 0
00:53:07.507464 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [P.], seq 1839749240:1839749244, ack 3665867185, win 83, options [nop,nop,TS val 3861575235 ecr 3839093560], length 4
00:53:07.560075 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [P.], seq 1839749244:1839749363, ack 3665867185, win 83, options [nop,nop,TS val 3861575288 ecr 3839093614], length 119
00:53:07.572567 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [S], seq 1458190830, win 42340, options [mss 1460,sackOK,TS val 3861575300 ecr 0,nop,wscale 9], length 0
00:53:07.584889 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], ack 1830236554, win 83, options [nop,nop,TS val 3861575312 ecr 3839093638], length 0
00:53:07.584940 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458190831:1458190868, ack 1830236554, win 83, options [nop,nop,TS val 3861575313 ecr 3839093638], length 37
00:53:07.613044 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867186, win 83, options [nop,nop,TS val 3861575341 ecr 3839093626], length 0
00:53:07.625164 IP 192.168.0.1.49472 > 10.0.0.2.5001: Flags [.], ack 3665867188, win 83, options [nop,nop,TS val 3861575353 ecr 3839093679], length 0
00:53:07.625205 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458190868:1458192316, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625206 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458192316:1458193764, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625216 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458193764:1458195212, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625218 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458195212:1458196660, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625240 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458196660:1458198108, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625241 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458198108:1458199556, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625287 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458199556:1458201004, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625288 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458201004:1458202452, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625291 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458202452:1458203900, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.625292 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458203900:1458205348, ack 1830236554, win 83, options [nop,nop,TS val 3861575353 ecr 3839093651], length 1448
00:53:07.626128 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458205348:1458206796, ack 1830236554, win 83, options [nop,nop,TS val 3861575354 ecr 3839093651], length 1448
00:53:07.637380 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458206796:1458208244, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.637384 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458208244:1458209692, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.637830 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458209692:1458211140, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.637831 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458211140:1458212588, ack 1830236554, win 83, options [nop,nop,TS val 3861575365 ecr 3839093691], length 1448
00:53:07.638637 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458212588:1458214036, ack 1830236554, win 83, options [nop,nop,TS val 3861575366 ecr 3839093692], length 1448
00:53:07.638638 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [P.], seq 1458214036:1458215484, ack 1830236554, win 83, options [nop,nop,TS val 3861575366 ecr 3839093692], length 1448
00:53:07.639501 IP 192.168.0.1.49484 > 10.0.0.2.5001: Flags [.], seq 1458215484:1458216932, ack 1830236554, win 83, options [nop,nop,TS val 3861575367 ecr 3839093693], length 1448
